"","Amaretto Sour.txt","Aperol Spritz.txt","Boulevardier.txt","Classic Old Fashioned.txt","Cosmopolitan.txt","Daiquiri.txt","French75.txt","GinandTonic.txt","GinFizz.txt","Mai Tai.txt","Manhattan.txt","Margarita.txt","Mojito.txt","MoscowMule.txt","NewYorkSour.txt","Paloma.txt","Pinacolada.txt","TomCollins.txt","Whiskey sour.txt","Whisky Smash.txt"
"still",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,1.78891855822645,1.98064591330728,0,0,0,0,0
"stock",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,1.78891855822645,0,0,0,0,0,0
"stori",0,0,0,0,0,0,0,0,0,1.67635004019285,1.8017667007043,0,0,0,0,0,0,0,0,0
"stormi",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,1.78891855822645,0,0,0,0,0,0
"tai",0,0,0,0,0,0,0,0,0,35.2033508440498,0,0,0,0,0,0,0,0,0,0
"taic",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"taiuntil",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"tasti",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,1.82355405488921,0,1.98064591330728,0,0,0,2.10100959555716,2.22462355152433
"tiki",0,0,0,0,0,0,0,0,0,3.35270008038569,0,0,0,0,0,0,0,0,0,0
"tourist",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"trader",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"trinidad",0,0,0,0,0,0,0,0,0,1.67635004019285,3.6035334014086,0,0,0,0,0,0,0,0,0
"underton",0,0,0,0,0,0,0,0,0,1.67635004019285,1.8017667007043,0,0,0,0,1.92062790358103,1.91578527910524,0,0,0
"vic",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"virtu",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"wedgeinstruct",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"werent",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"wont",0,0,0,0,0,0,0,0,0,1.67635004019285,0,1.99100870034283,0,0,0,0,1.91578527910524,0,0,0
"workstwo",0,0,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"zingi",0,0,0,0,0,0,0,0,0,1.67635004019285,0,1.99100870034283,0,0,0,0,0,0,0,0
"brandywhen",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"chat",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"cherrya",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"club",0,0,0,0,0,0,0,0,0,0,3.6035334014086,0,1.82355405488921,0,0,0,0,0,0,0
"cocktailtop",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"cola",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"coolmanhattan",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"craig",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"depend",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,1.82355405488921,0,0,0,0,0,0,0
"distil",0,0,0,0,0,0,0,0,0,0,1.8017667007043,3.98201740068566,0,0,0,0,0,0,0,0
"easili",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"elijah",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"extraordinarili",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"garnishinstruct",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,1.92062790358103,0,0,0,0
"henc",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,1.98064591330728,0,0,0,0,0
"hotel",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"hous",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"import",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,1.91578527910524,0,0,0
"madeira",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"manufactur",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"onenot",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"port",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"predecessor",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"recogniz",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"reserv",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"rob",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"roy",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"scotch",0,0,0,0,0,0,0,0,0,0,3.6035334014086,0,0,0,1.98064591330728,0,0,0,0,0
"shall",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"sherri",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"smoother",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"spiritforward",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"stellar",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"stood",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"tango",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"tobago",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"toronto",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"typic",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,1.98064591330728,0,1.91578527910524,0,0,0
"visit",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"whiski",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"woodford",0,0,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"basket",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"blanco",0,0,0,0,0,0,0,0,0,0,0,3.98201740068566,0,0,0,1.92062790358103,0,0,0,0
"brand",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,10.7335113493587,0,0,1.91578527910524,0,0,0
"chip",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"chunki",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,1.91578527910524,0,0,0
"crystal",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,2.07235433979678,0,0
"curv",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"depth",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"enhanc",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,1.91578527910524,0,0,0
"finger",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"flaki",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,5.76188371074309,0,0,0,0
"glamor",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"harsh",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"incred",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"ingredientshow",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,2.07235433979678,0,0
"kosher",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"load",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,2.07235433979678,0,0
"loos",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"mexican",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,1.78891855822645,0,3.84125580716206,0,0,0,0
"middl",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"miss",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"moisten",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"opinion",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"outsid",0,0,0,0,0,0,0,0,0,0,0,3.98201740068566,0,1.78891855822645,0,5.76188371074309,0,0,0,0
"pick",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,1.98064591330728,0,0,0,0,0
"plate",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,3.84125580716206,0,0,0,0
"premad",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,1.82355405488921,0,0,0,0,0,0,0
"reposado",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"salsa",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"salt",0,0,0,0,0,0,0,0,0,0,0,21.9010957037711,0,0,0,34.5713022644585,0,0,0,0
"sec",0,0,0,0,0,0,0,0,0,0,0,11.946052202057,0,0,0,0,0,0,0,0
"show",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"sink",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"slide",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"spread",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"steal",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"talk",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"tend",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"tilt",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,0,0,0
"tripl",0,0,0,0,0,0,0,0,0,0,0,15.9280696027426,0,0,0,0,0,0,0,0
"true",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,1.82355405488921,0,1.98064591330728,0,0,0,2.10100959555716,0
"zest",0,0,0,0,0,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"argu",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"bacardi",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"beach",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"birth",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"blackberri",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,2.22462355152433
"blueberri",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"bottom",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,1.78891855822645,0,0,0,0,0,0
"bowl",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"break",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"case",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,1.92062790358103,0,0,0,0
"crush",0,0,0,0,0,0,0,0,0,0,0,0,12.7648783842245,0,0,0,1.91578527910524,0,0,8.89849420609734
"dead",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"dream",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"even",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,1.78891855822645,0,0,0,0,0,0
"fantast",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,2.07235433979678,0,0
"faster",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"fee",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"forc",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"havana",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"ici",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,2.22462355152433
"incorpor",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"interpret",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"king",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"metal",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,1.78891855822645,0,0,0,0,0,0
"mintth",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"mustvodka",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"non",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"raspberri",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"rule",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,1.78891855822645,0,0,0,0,0,0
"simpli",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,1.78891855822645,1.98064591330728,3.84125580716206,0,0,4.20201919111431,0
"smash",0,0,0,0,0,0,0,0,0,0,0,0,3.64710810977842,0,0,0,0,0,0,33.369353272865
"solidifi",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"spot",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"sprig",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"theori",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"threw",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"winter",0,0,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"ale",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"appl",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"backup",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"biggest",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"bite",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"buck",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"build",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"businessman",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"can",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,1.91578527910524,0,0,0
"caught",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"cheap",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"choic",0,0,0,0,0,0,0,0,0,0,0,0,0,5.36675567467935,0,0,0,0,0,2.22462355152433
"colder",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"cop",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"copper",0,0,0,0,0,0,0,0,0,0,0,0,0,33.9894526063026,0,0,0,0,0,0
"coupl",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,2.07235433979678,2.10100959555716,0
"drinkwar",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"endless",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"execut",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"fell",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"fever",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"gift",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"ginger",0,0,0,0,0,0,0,0,0,0,0,0,0,33.9894526063026,0,0,0,0,0,0
"goos",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"grey",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"highend",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"hollywood",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"imag",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"immedi",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"interplay",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"irish",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,3.96129182661456,0,0,0,0,0
"irresist",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"john",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,8.28941735918712,0,0
"kentucki",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"lazi",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"martin",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"mashup",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"mid",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"moment",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"morgan",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"mug",0,0,0,0,0,0,0,0,0,0,0,0,0,28.6226969316232,0,0,0,0,0,0
"per",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"photo",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"ploy",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"preserv",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"sell",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"sensat",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"smirnoff",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"solid",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"strike",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"temperatur",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"thumb",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"tito",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"tree",0,0,0,0,0,0,0,0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"various",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"veneer",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"wed",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"whiskeyforward",0,0,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"buchanan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"charactermor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"chicago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"code",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"continent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"contrast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"crack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"earn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"gold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96129182661456,0,0,0,2.10100959555716,0
"honey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,2.10100959555716,0
"later",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"meld",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"mention",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"never",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"peruvian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"pierc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"rush",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96129182661456,0,0,0,2.10100959555716,0
"sweetenermor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"sweetenerwhen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"twoton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"agavebas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"attitud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"believ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"busi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"cadillac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"cantarito",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"corona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"creation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"delgado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"dip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"dog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"don",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"dove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"dress",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"drinklook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"folk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"grain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"grenadineingredi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"greyhound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84125580716206,0,0,0,0
"iodiz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"jalapeno",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"javier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"laidback",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"legendari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"murki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"overal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"paloma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2538138787826,0,0,0,0
"salti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84125580716206,0,0,0,0
"skinni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"song",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"stronger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"sunris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84125580716206,0,0,0,0
"switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"tabl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"tequilayour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"welcom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"write",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"amazonpiña",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"blend",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74735583731572,0,0,0
"bother",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
